BY,ANNUM,Sex,SexCode,Weight,CG,CGcode,CaptLat,CaptLong,Reunite,EstAgeAtCap,DOB,DOC,LastAct,MinDaysAlive FromBirth,MinDaysAlive FromCapture,Fate,FateCode,LastLat,LastLong,COD,Comments,,
2020,2020135,f,0,,Mosquito/MCH,1,60.5366,-156.0563,yes,1,5/19/20,5/20/20,5/23/20,4,3,mort,1,,,,,,
2020,2020136,f,0,10.00,Mosquito/MCH,1,60.5512,-155.9639,no,2,5/18/20,5/20/20,10/5/20,140,138,unk,0,,,,,,
2020,2020137,m,1,12.00,Mosquito/MCH,1,60.5775,-155.8956,yes,3,5/17/20,5/20/20,7/29/20,73,70,unk,0,60.1970,-156.7000,,,,
2020,2020138,f,0,,Mosquito/MCH,1,60.5749,-155.8870,no,2,5/18/20,5/20/20,5/22/21,369,367,unk,0,,,,,,
2020,2020139,f,0,10.00,Mosquito/MCH,1,60.6256,-155.8022,no,2,5/18/20,5/20/20,5/23/20,5,3,mort,1,60.5982,-155.9696,unk pred,,,
2020,2020140,f,0,9.00,Mosquito/MCH,1,60.6681,-155.8114,yes,2,5/18/20,5/20/20,3/31/21,317,315,unk,0,,,,,,
2020,2020141,f,0,,Mosquito/MCH,1,60.6408,-155.8964,yes,2,5/18/20,5/20/20,5/20/20,2,0,mort,1,60.6414,-155.7831,unk pred,,,
2021,2021100,f,0,,south,,59.426542,-157.912437,yes,1,5/14/21,5/15/21,1/27/22,258,257,unk,0,59.5520,-157.13740,,,,
2021,2021101,m,1,8.5,south,,59.450439,-157.848515,yes,1,5/14/21,5/15/21,8/2/21,80,79,mort,1,59.4302,-157.8144,unk,mom returned to capture site immediately,,
2021,2021102,f,0,8.0,south,,59.698178,-157.26917,yes,2,5/13/21,5/15/21,4/8/22,330,328,unk,0,59.6216,-157.19698,,,,
2021,2021103,f,0,11.0,Mosquito/MCH,1,59.833035,-157.00871,yes,2,5/13/21,5/15/21,8/2/21,81,79,mort,1,60.6478,-156.02873,unk pred,,,
2021,2021104,m,1,7.0,Mosquito/MCH,1,60.506742,-156.16905,yes,0,5/15/21,5/15/21,6/28/21,44,44,mort,1,60.2385,-156.54268,unk pred,,,
2021,2021105,m,1,9.5,Mosquito/MCH,1,60.858215,-155.489623,yes,1,5/14/21,5/15/21,5/19/21,5,4,mort,1,60.8530,-155.5288,bear,,,
2021,2021106,f,0,11.0,Mosquito/MCH,1,60.850554,-155.47839,yes,2,5/13/21,5/15/21,1/26/22,258,256,unk,0,,,,,,
2021,2021107,m,1,8.5,Mosquito/MCH,1,60.854931,-155.464321,no,1,5/14/21,5/15/21,1/26/22,257,256,unk,0,59.9319,-156.55031,,,,
2021,2021108,f,0,10.0,Tikchik,0,60.370816,-158.580226,yes,2,5/14/21,5/16/21,5/16/21,2,0,unk,0,60.370816,-158.580226,,"pu a dead calf at this site as well. No signal after capture, potential collar failure",,
2021,2021109,m,1,8.5,Tikchik,0,60.4087,-158.460646,yes,2,5/14/21,5/16/21,10/18/21,157,155,unk,0,60.5102,-161.64584,harvest? p/u Eek Lk when/where other cows died,"mom searched hard, didn’t find calf for a couple hours. We came back and did a dumbo drop and they reconnected",,
2021,2021110,m,1,8.5,Tikchik,0,60.353885,-158.543554,yes,2,5/14/21,5/16/21,3/6/22,296,294,unk,0,59.7937,-156.76964,,,,
2021,2021111,m,1,7.0,Tikchik,0,60.22255,-158.373622,yes,1,5/15/21,5/16/21,6/30/21,46,45,unk,0,60.4367,-159.79497,,,,
2021,2021112,f,0,7.0,Tikchik,0,60.267471,-158.532724,yes,1,5/15/21,5/16/21,5/17/21,2,1,mort,1,60.2708,-158.4886,brown bear,"pu dead calf at this site too.  Mom of this calf had placenta hanging still, but calf was dry",,
2021,2021113,f,0,11.0,south,,59.438925,-157.827799,yes,3,5/14/21,5/17/21,6/5/21,22,19,unk,0,,,,,,
2021,2021114,m,1,10.0,Mosquito/MCH,1,60.708431,-155.681204,yes,2,5/15/21,5/17/21,5/19/21,4,2,mort,1,60.7065,-155.65942,bear,,,
2021,2021115,m,1,7.5,Mosquito/MCH,1,60.779719,-155.723118,yes,0,5/17/21,5/17/21,5/17/21,0,0,mort,1,60.7704,-155.7058,bear,,,
2021,2021116,f,0,10.0,Mosquito/MCH,1,60.823377,-155.740283,yes,2,5/15/21,5/17/21,5/15/22,365,363,unk,0,,,,,,
2021,2021117,m,1,8.5,Mosquito/MCH,1,60.919085,-155.816225,no,1,5/16/21,5/17/21,5/17/21,1,0,mort,1,60.9061,-155.82156,black bear,,,
2021,2021118,f,0,8.0,Mosquito/MCH,1,60.75812,-155.564564,yes,0,5/17/21,5/17/21,5/18/21,1,1,mort,1,60.7456,-155.5485,wolverine,calf of cow 5470,,
2021,2021119,m,1,8.5,Tikchik,0,60.223324,-158.26600,yes,0,5/18/21,5/18/21,11/19/21,185,185,unk,0,60.4557,-161.58136,harvest? p/u Eek Lk when/where other cows died,wet umbi,,
2021,2021120,m,1,10.0,Tikchik,0,60.269026,-158.470722,yes,1,5/17/21,5/18/21,5/21/21,4,3,mort,1,60.3109,-158.4912,bear,dried umbi,,
2021,2021121,f,0,8.0,Tikchik,0,60.261348,-158.458284,yes,2,5/16/21,5/18/21,5/18/21,2,0,unk,0,60.2677,-158.4695,unk,"ramseys cap!!! Collar only in alders, no footprints. Slipped collar?",,
2021,2021122,m,1,9.0,Tikchik,0,60.339356,-158.57749,yes,1,5/17/21,5/18/21,11/19/21,186,185,unk,0,60.4730,-161.80405,harvest? p/u Eek Lk when/where other cows died,mom spooked at reconnect,,
2021,2021123,m,1,8.0,Tikchik,0,60.341751,-158.541687,yes,1,5/17/21,5/18/21,5/21/21,4,3,mort,1,60.2846,-158.5233,bear,"dry umb, mom spooked at reconnect",,
2021,2021124,f,0,8.0,Mosquito/MCH,1,60.724901,-155.748744,yes,1,5/18/21,5/19/21,10/3/21,138,137,unk,0,60.5493,-156.6333,,collar not retrieved,,
2021,2021125,m,1,11.0,Mosquito/MCH,1,60.859316,-155.47518,yes,2,5/17/21,5/19/21,6/5/21,19,17,mort,1,60.3395,-156.35590,,came back and searched and found,,
2021,2021126,f,0,8.0,Mosquito/MCH,1,60.860045,-155.584751,yes,3,5/16/21,5/19/21,5/15/22,364,361,unk,0,,,,,,
2021,2021127,f,0,8.0,Mosquito/MCH,1,60.864585,-155.611676,yes,3,5/16/21,5/19/21,5/22/21,6,3,mort,1,60.8265,-155.5473,unk pred,,,
2021,2021128,f,0,12.0,Mosquito/MCH,1,60.94735,-155.725816,yes,3,5/16/21,5/19/21,5/15/22,364,361,unk,0,,,,dry umb/wet calf,,
2021,2021129,m,1,,Mosquito/MCH,1,60.941499,-155.76348,yes,0,5/19/21,5/19/21,5/21/21,2,2,mort,1,60.9408,-155.7258,unk pred,afterbirth,,
2021,2021130,f,0,9.0,Mosquito/MCH,1,60.571696,-155.76346,yes,1,5/20/21,5/21/21,10/3/21,136,135,unk,0,60.0194,-156.36359,,,,
2021,2021131,f,0,,Mosquito/MCH,1,60.57725,-155.782487,yes,2,5/19/21,5/21/21,11/19/21,184,182,unk,0,,,,,,
2021,2021132,unk,2,8.8,Mosquito/MCH,1,60.757512,-155.740546,yes,3,5/18/21,5/21/21,5/15/22,362,359,unk,0,,,,,,
2021,2021133,f,0,7.8,Mosquito/MCH,1,60.757143,-155.74031,yes,1,5/20/21,5/21/21,10/7/21,140,139,unk,0,59.4370,-156.51747,,F from heli,,
2021,2021134,m,1,10.5,Mosquito/MCH,1,60.830691,-155.711424,yes,3,5/18/21,5/21/21,1/26/22,253,250,unk,0,59.9898,-156.36633,,,,
2021,2021135,f,0,8.0,Tikchik,0,60.23915,-158.226274,yes,0,5/22/21,5/22/21,11/19/21,181,181,unk,0,60.4730,-161.73836,harvest? p/u Eek Lk when/where other cows died,,,
2021,2021136,m,1,8.0,Tikchik,0,60.196711,-158.435853,yes,1,5/21/21,5/22/21,8/2/21,73,72,unk,0,60.4303,-159.76360,,,,
2021,2021137,m,1,,Tikchik,0,60.187684,-158.464177,yes,0,5/22/21,5/22/21,6/30/21,39,39,unk,0,60.4423,-160.68814,,,,
2021,2021138,f,0,,Tikchik,0,60.272292,-158.414453,yes,1,5/21/21,5/22/21,5/15/22,359,358,unk,0,,,,,,
2021,2021139,m,1,,Tikchik,0,60.282005,-158.357855,yes,2,5/20/21,5/22/21,6/5/21,16,14,mort,1,60.2537,-158.65298,unk pred,,,
2021,2021140,m,1,,Tikchik,0,60.334629,-158.655965,yes,1,5/21/21,5/22/21,5/24/21,3,2,mort,1,60.4214,-158.6505,bear,,,
2021,2021141,unk,2,,Tikchik,0,60.369826,-158.746537,yes,0,5/22/21,5/22/21,5/23/21,1,1,mort,1,60.3140,-158.68650,wolf,,,
2021,2021142,unk,2,,Tikchik,0,60.377778,-158.78169,yes,1,5/21/21,5/22/21,5/23/21,2,1,mort,1,60.3772,-158.7386,unk pred,,,
2021,2021143,unk,2,,Tikchik,0,60.403659,-158.334042,yes,2,5/20/21,5/22/21,4/8/22,323,321,unk,0,59.9935,-157.3031,,,,
2021,2021144,unk,2,,Tikchik,0,60.361296,-158.316423,yes,1,5/21/21,5/22/21,6/11/21,21,20,mort,1,60.3049,-158.90295,unk pred,,,
2021,2021145,unk,2,,Tikchik,0,60.333533,-158.33998,yes,1,5/21/21,5/22/21,5/24/21,3,2,mort,1,60.3320,-158.4683,brown bear,,,
2021,2021146,f,0,,Tikchik,0,60.331312,-158.326508,yes,2,5/20/21,5/22/21,5/22/21,2,0,mort,1,60.3419,-158.30530,bear,,,
2021,2021147,m,1,,Tikchik,0,60.273698,-158.464899,yes,2,5/20/21,5/22/21,6/30/21,41,39,unk,0,60.2822,-159.65380,,collar not retrieved-under ice,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
